Morphology_R,Morphology_H,Production_H,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,Type,notes,n,...1,Trial_Nr,Trial_Id,Exp_Subject_Id,OptionChosen,TargetWord,knowledge,StemType,Frequency,AffixInitialSegment,Stem_romanization,Affix_romanization,Word_romanization,Tensification,Nasalization,L_deletion,C_deletion,Lateralization,JunctureType
,,,Topna,p-n,,,,,,,,,,161.0,135.0,51.0,575760.0,option_2,톱나,1.0,C,nonce,Sonorant,Top,na,Topna,,0.0,,,,C+Sonorant
,,,Topta,p-t,,,,,,,,,,162.0,60.0,125.0,575760.0,option_1,톱다,1.0,C,nonce,Obstruent,Top,ta,Topta,0.0,,,,,C+Obstruent
,,,Topa,p-a,,,,,,,,,,163.0,93.0,53.0,575760.0,option_1,톱아,1.0,C,nonce,Vowel,Top,a,Topa,0.0,,,,,C+Vowel
,,,halda,lT-t,,,,,,,,,,164.0,49.0,28.0,575760.0,option_3,핥다,5.0,lC,low,Obstruent,halT,ta,halTta,1.0,,0.0,1.0,,lC+Obstruent
,,,halTa,lT-a,,,,,,,,,,165.0,83.0,72.0,575760.0,option_1,핥아,5.0,lC,low,Vowel,halT,a,halTa,0.0,,0.0,0.0,,lC+Vowel
,,,hulTna,lT-n,,,,,,,,,,166.0,24.0,124.0,575760.0,option_2,훑나,5.0,lC,low,Sonorant,hulT,na,hulTna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,hulTda,lT-t,,,,,,,,,,167.0,28.0,94.0,575760.0,option_2,훑다,5.0,lC,low,Obstruent,hulT,ta,hulTta,1.0,,0.0,0.0,,lC+Obstruent
,,,kalka,lk-a,,,,,,,,,,168.0,26.0,41.0,578698.0,option_1,갉아,5.0,lC,low,Vowel,kalk,a,kalka,0.0,,0.0,0.0,,lC+Vowel
,,,kalkna,lk-n,,,,,,,,,,169.0,82.0,73.0,578698.0,option_2,갉나,5.0,lC,low,Sonorant,kalk,na,kalkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,kalkda,lk-t,,,,,,,,,,170.0,77.0,103.0,578698.0,option_2,갉다,5.0,lC,low,Obstruent,kalk,ta,kalkta,1.0,,0.0,0.0,,lC+Obstruent
,,,kvPv,P-v,,,,,,,,,,171.0,93.0,3.0,578698.0,option_1,겊어,2.0,C,nonce,Vowel,kvP,v,kvPv,0.0,,,,,C+Vowel
,,,kvmna,P-n,,,,,,,,,,172.0,142.0,46.0,578698.0,option_1,겊나,2.0,C,nonce,Sonorant,kvP,na,kvPna,,1.0,,,,C+Sonorant
,,,kvpda,P-t,,,,,,,,,,173.0,53.0,27.0,578698.0,option_2,겊다,2.0,C,nonce,Obstruent,kvP,ta,kvPta,1.0,,,,,C+Obstruent
,,,kyvlpda,lp-t,,,,,,,,,,174.0,5.0,97.0,578698.0,option_2,겳다,1.0,lC,nonce,Obstruent,kjvlp,ta,kjvlpta,1.0,,0.0,0.0,,lC+Obstruent
,,,kyvlna,lp-n,,,,,,,,,,175.0,160.0,143.0,578698.0,option_4,겳나,1.0,lC,nonce,Sonorant,kjvlp,na,kjvlpna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,kyvlpv,lp-v,,,,,,,,,,176.0,32.0,151.0,578698.0,option_1,겳어,1.0,lC,nonce,Vowel,kjvlp,v,kjvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,kuNna,lk-n,,,,,,,,,,177.0,36.0,5.0,578698.0,option_1,굵나,5.0,lC,high,Sonorant,kulk,na,kulkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,kulkv,lk-v,,,,,,,,,,178.0,91.0,102.0,578698.0,option_1,굵어,5.0,lC,high,Vowel,kulk,v,kulkv,0.0,,0.0,0.0,,lC+Vowel
,,,kulkda,lk-t,,,,,,,,,,179.0,99.0,57.0,578698.0,option_2,굵다,5.0,lC,high,Obstruent,kulk,ta,kulkta,1.0,,0.0,0.0,,lC+Obstruent
,,,kxlkda,lk-t,,,,,,,,,,180.0,44.0,83.0,578698.0,option_2,긁다,5.0,lC,low,Obstruent,kxlk,ta,kxlkta,1.0,,0.0,0.0,,lC+Obstruent
,,,kxlkv,lk-v,,,,,,,,,,181.0,146.0,139.0,578698.0,option_1,긁어,5.0,lC,low,Vowel,kxlk,v,kxlkv,0.0,,0.0,0.0,,lC+Vowel
,,,kxNna,lk-n,,,,,,,,,,182.0,178.0,113.0,578698.0,option_1,긁나,5.0,lC,low,Sonorant,kxlk,na,kxlkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,kxlna,lP-n,,,,,,,,,,183.0,108.0,130.0,578698.0,option_4,긆나,1.0,lC,nonce,Sonorant,kxlP,na,kxlPna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,kxlPda,lP-t,,,,,,,,,,184.0,43.0,117.0,578698.0,option_2,긆다,1.0,lC,nonce,Obstruent,kxlP,ta,kxlPta,1.0,,0.0,0.0,,lC+Obstruent
,,,kxlPv,lP-v,,,,,,,,,,185.0,31.0,82.0,578698.0,option_1,긆어,1.0,lC,nonce,Vowel,kxlP,v,kxlPv,0.0,,0.0,0.0,,lC+Vowel
,,,nalka,lk-a,,,,,,,,,,186.0,47.0,60.0,578698.0,option_1,낡아,5.0,lC,high,Vowel,nalk,a,nalka,0.0,,0.0,0.0,,lC+Vowel
,,,nalkta,lk-t,,,,,,,,,,187.0,144.0,54.0,578698.0,option_1,낡다,5.0,lC,high,Obstruent,nalk,ta,nalkta,0.0,,0.0,0.0,,lC+Obstruent
,,,nalkna,lk-n,,,,,,,,,,188.0,154.0,179.0,578698.0,option_2,낡나,5.0,lC,high,Sonorant,nalk,na,nalkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,nalpa,lp-a,,,,,,,,,,189.0,100.0,28.0,578698.0,option_1,낣아,2.0,lC,nonce,Vowel,nalp,a,nalpa,0.0,,0.0,0.0,,lC+Vowel
,,,nalmna,lp-n,,,,,,,,,,190.0,56.0,122.0,578698.0,option_6,낣나,2.0,lC,nonce,Sonorant,nalp,na,nalpna,,1.0,0.0,0.0,0.0,lC+Sonorant
,,,nalpda,lp-t,,,,,,,,,,191.0,58.0,168.0,578698.0,option_2,낣다,2.0,lC,nonce,Obstruent,nalp,ta,nalpta,1.0,,0.0,0.0,,lC+Obstruent
,,,neTv,T-v,,,,,,,,,,192.0,39.0,65.0,578698.0,option_1,냍어,3.0,C,nonce,Vowel,neT,v,neTv,0.0,,,,,C+Vowel
,,,nenna,T-n,,,,,,,,,,193.0,163.0,75.0,578698.0,option_1,냍나,3.0,C,nonce,Sonorant,neT,na,neTna,,1.0,,,,C+Sonorant
,,,netda,T-t,,,,,,,,,,194.0,3.0,50.0,578698.0,option_2,냍다,3.0,C,nonce,Obstruent,neT,ta,neTta,1.0,,,,,C+Obstruent
,,,nvlpna,lp-n,,,,,,,,,,195.0,138.0,86.0,578698.0,option_2,넓나,5.0,lC,high,Sonorant,nvlp,na,nvlpna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,nvlpv,lp-v,,,,,,,,,,196.0,114.0,159.0,578698.0,option_1,넓어,5.0,lC,high,Vowel,nvlp,v,nvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,nvlpda,lp-t,,,,,,,,,,197.0,96.0,64.0,578698.0,option_2,넓다,5.0,lC,high,Obstruent,nvlp,ta,nvlpta,1.0,,0.0,0.0,,lC+Obstruent
,,,nuNna,k-n,,,,,,,,,,198.0,59.0,124.0,578698.0,option_1,눅나,5.0,C,nonce,Sonorant,nuk,na,nukna,,1.0,,,,C+Sonorant
,,,nukda,k-t,,,,,,,,,,199.0,35.0,160.0,578698.0,option_2,눅다,5.0,C,nonce,Obstruent,nuk,ta,nukta,1.0,,,,,C+Obstruent
,,,nukv,k-v,,,,,,,,,,200.0,95.0,91.0,578698.0,option_1,눅어,5.0,C,nonce,Vowel,nuk,v,nukv,0.0,,,,,C+Vowel
,,,nxlkda,lk-t,,,,,,,,,,201.0,122.0,128.0,578698.0,option_2,늙다,5.0,lC,high,Obstruent,nxlk,ta,nxlkta,1.0,,0.0,0.0,,lC+Obstruent
,,,nxlkna,lk-n,,,,,,,,,,202.0,94.0,52.0,578698.0,option_2,늙나,5.0,lC,high,Sonorant,nxlk,na,nxlkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,nxlkv,lk-v,,,,,,,,,,203.0,124.0,141.0,578698.0,option_1,늙어,5.0,lC,high,Vowel,nxlk,v,nxlkv,0.0,,0.0,0.0,,lC+Vowel
,,,tvlpna,lp-n,,,,,,,,,,204.0,103.0,140.0,578698.0,option_2,덟나,1.0,lC,nonce,Sonorant,tvlp,na,tvlpna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,tvlda,lp-t,,,,,,,,,,205.0,11.0,116.0,578698.0,option_3,덟다,1.0,lC,nonce,Obstruent,tvlp,ta,tvlpta,1.0,,0.0,1.0,,lC+Obstruent
,,,tvlpv,lp-v,,,,,,,,,,206.0,167.0,153.0,578698.0,option_1,덟어,1.0,lC,nonce,Vowel,tvlp,v,tvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,toNna,k-n,,,,,,,,,,207.0,16.0,55.0,578698.0,option_1,독나,2.0,C,nonce,Sonorant,tok,na,tokna,,1.0,,,,C+Sonorant
,,,tokda,k-t,,,,,,,,,,208.0,89.0,43.0,578698.0,option_2,독다,2.0,C,nonce,Obstruent,tok,ta,tokta,1.0,,,,,C+Obstruent
,,,toka,k-a,,,,,,,,,,209.0,159.0,173.0,578698.0,option_1,독아,2.0,C,nonce,Vowel,tok,a,toka,0.0,,,,,C+Vowel
,,,tupda,p-t,,,,,,,,,,210.0,9.0,89.0,578698.0,option_2,둡다,3.0,C,nonce,Obstruent,tup,ta,tupta,1.0,,,,,C+Obstruent
,,,tupna,p-n,,,,,,,,,,211.0,78.0,95.0,578698.0,option_2,둡나,3.0,C,nonce,Sonorant,tup,na,tupna,,0.0,,,,C+Sonorant
,,,tupv,p-v,,,,,,,,,,212.0,85.0,101.0,578698.0,option_1,둡어,3.0,C,nonce,Vowel,tup,v,tupv,0.0,,,,,C+Vowel
,,,txlkna,lk-n,,,,,,,,,,213.0,165.0,169.0,578698.0,option_2,듥나,2.0,lC,nonce,Sonorant,txlk,na,txlkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,txlkv,lk-v,,,,,,,,,,214.0,158.0,7.0,578698.0,option_1,듥어,2.0,lC,nonce,Vowel,txlk,v,txlkv,0.0,,0.0,0.0,,lC+Vowel
,,,txlkda,lk-t,,,,,,,,,,215.0,86.0,15.0,578698.0,option_2,듥다,2.0,lC,nonce,Obstruent,txlk,ta,txlkta,1.0,,0.0,0.0,,lC+Obstruent
,,,dvlpna,lp-n,,,,,,,,,,216.0,23.0,72.0,578698.0,option_2,떫나,5.0,lC,low,Sonorant,dvlp,na,dvlpna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,dvlpv,lp-v,,,,,,,,,,217.0,131.0,26.0,578698.0,option_1,떫어,5.0,lC,low,Vowel,dvlp,v,dvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,dvlpda,lp-t,,,,,,,,,,218.0,37.0,98.0,578698.0,option_2,떫다,5.0,lC,low,Obstruent,dvlp,ta,dvlpta,1.0,,0.0,0.0,,lC+Obstruent
,,,maka,k-a,,,,,,,,,,219.0,19.0,156.0,578698.0,option_1,막아,5.0,C,high,Vowel,mak,a,maka,0.0,,,,,C+Vowel
,,,maNna,k-n,,,,,,,,,,220.0,52.0,68.0,578698.0,option_1,막나,5.0,C,high,Sonorant,mak,na,makna,,1.0,,,,C+Sonorant
,,,makda,k-t,,,,,,,,,,221.0,106.0,44.0,578698.0,option_2,막다,5.0,C,high,Obstruent,mak,ta,makta,1.0,,,,,C+Obstruent
,,,malna,lk-n,,,,,,,,,,222.0,60.0,178.0,578698.0,option_4,맑나,5.0,lC,high,Sonorant,malk,na,malkna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,malka,lk-a,,,,,,,,,,223.0,20.0,84.0,578698.0,option_1,맑아,5.0,lC,high,Vowel,malk,a,malka,0.0,,0.0,0.0,,lC+Vowel
,,,malda,lk-t,,,,,,,,,,224.0,169.0,161.0,578698.0,option_3,맑다,5.0,lC,high,Obstruent,malk,ta,malkta,1.0,,0.0,1.0,,lC+Obstruent
,,,mvlkv,lk-v,,,,,,,,,,225.0,66.0,94.0,578698.0,option_1,멁어,5.0,lC,nonce,Vowel,mvlk,v,mvlkv,0.0,,0.0,0.0,,lC+Vowel
,,,mvlda,lk-t,,,,,,,,,,226.0,28.0,42.0,578698.0,option_3,멁다,5.0,lC,nonce,Obstruent,mvlk,ta,mvlkta,1.0,,0.0,1.0,,lC+Obstruent
,,,mvlkna,lk-n,,,,,,,,,,227.0,84.0,63.0,578698.0,option_2,멁나,5.0,lC,nonce,Sonorant,mvlk,na,mvlkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,muNna,k-n,,,,,,,,,,228.0,164.0,21.0,578698.0,option_1,묵나,5.0,C,low,Sonorant,muk,na,mukna,,1.0,,,,C+Sonorant
,,,mukv,k-v,,,,,,,,,,229.0,111.0,177.0,578698.0,option_1,묵어,5.0,C,low,Vowel,muk,v,mukv,0.0,,,,,C+Vowel
,,,mukda,k-t,,,,,,,,,,230.0,65.0,175.0,578698.0,option_2,묵다,5.0,C,low,Obstruent,muk,ta,mukta,1.0,,,,,C+Obstruent
,,,mulkda,lk-t,,,,,,,,,,231.0,123.0,146.0,578698.0,option_2,묽다,5.0,lC,low,Obstruent,mulk,ta,mulkta,1.0,,0.0,0.0,,lC+Obstruent
,,,mulna,lk-n,,,,,,,,,,232.0,148.0,8.0,578698.0,option_4,묽나,5.0,lC,low,Sonorant,mulk,na,mulkna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,mulkv,lk-v,,,,,,,,,,233.0,177.0,69.0,578698.0,option_1,묽어,5.0,lC,low,Vowel,mulk,v,mulkv,0.0,,0.0,0.0,,lC+Vowel
,,,paka,k-a,,,,,,,,,,234.0,168.0,135.0,578698.0,option_1,박아,5.0,C,high,Vowel,pak,a,paka,0.0,,,,,C+Vowel
,,,pakda,k-t,,,,,,,,,,235.0,13.0,34.0,578698.0,option_2,박다,5.0,C,high,Obstruent,pak,ta,pakta,1.0,,,,,C+Obstruent
,,,paNna,k-n,,,,,,,,,,236.0,175.0,180.0,578698.0,option_1,박나,5.0,C,high,Sonorant,pak,na,pakna,,1.0,,,,C+Sonorant
,,,palka,lk-a,,,,,,,,,,237.0,49.0,76.0,578698.0,option_1,밝아,5.0,lC,high,Vowel,palk,a,palka,0.0,,0.0,0.0,,lC+Vowel
,,,palda,lk-t,,,,,,,,,,238.0,80.0,144.0,578698.0,option_3,밝다,5.0,lC,high,Obstruent,palk,ta,palkta,1.0,,0.0,1.0,,lC+Obstruent
,,,palna,lk-n,,,,,,,,,,239.0,74.0,88.0,578698.0,option_4,밝나,5.0,lC,high,Sonorant,palk,na,palkna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,palpna,lp-n,,,,,,,,,,240.0,137.0,59.0,578698.0,option_2,밟나,5.0,lC,high,Sonorant,palp,na,palpna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,palpda,lp-t,,,,,,,,,,241.0,24.0,154.0,578698.0,option_2,밟다,5.0,lC,high,Obstruent,palp,ta,palpta,1.0,,0.0,0.0,,lC+Obstruent
,,,palpa,lp-a,,,,,,,,,,242.0,126.0,112.0,578698.0,option_1,밟아,5.0,lC,high,Vowel,palp,a,palpa,0.0,,0.0,0.0,,lC+Vowel
,,,peTv,T-v,,,,,,,,,,243.0,1.0,79.0,578698.0,option_1,뱉어,5.0,C,low,Vowel,peT,v,peTv,0.0,,,,,C+Vowel
,,,petda,T-t,,,,,,,,,,244.0,50.0,31.0,578698.0,option_2,뱉다,5.0,C,low,Obstruent,peT,ta,peTta,1.0,,,,,C+Obstruent
,,,penna,T-n,,,,,,,,,,245.0,30.0,174.0,578698.0,option_1,뱉나,5.0,C,low,Sonorant,peT,na,peTna,,1.0,,,,C+Sonorant
,,,pvpv,p-v,,,,,,,,,,246.0,118.0,48.0,578698.0,option_1,법어,1.0,C,nonce,Vowel,kvp,v,kvpv,0.0,,,,,C+Vowel
,,,pvpna,p-n,,,,,,,,,,247.0,166.0,163.0,578698.0,option_2,법나,1.0,C,nonce,Sonorant,kvp,na,kvpna,,0.0,,,,C+Sonorant
,,,pvpda,p-t,,,,,,,,,,248.0,68.0,6.0,578698.0,option_2,법다,1.0,C,nonce,Obstruent,kvp,ta,kvpta,1.0,,,,,C+Obstruent
,,,pulkda,lk-t,,,,,,,,,,249.0,38.0,16.0,578698.0,option_2,붉다,5.0,lC,high,Obstruent,pulk,ta,pulkta,1.0,,0.0,0.0,,lC+Obstruent
,,,pulna,lk-n,,,,,,,,,,250.0,115.0,120.0,578698.0,option_4,붉나,5.0,lC,high,Sonorant,pulk,na,pulkna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,pulkv,lk-v,,,,,,,,,,251.0,150.0,166.0,578698.0,option_1,붉어,5.0,lC,high,Vowel,pulk,v,pulkv,0.0,,0.0,0.0,,lC+Vowel
,,,pulTv,lT-v,,,,,,,,,,252.0,151.0,62.0,578698.0,option_1,붍어,1.0,lC,nonce,Vowel,pulT,v,pulTv,0.0,,0.0,0.0,,lC+Vowel
,,,pulTna,lT-n,,,,,,,,,,253.0,133.0,142.0,578698.0,option_2,붍나,1.0,lC,nonce,Sonorant,pulT,na,pulTna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,pulda,lT-t,,,,,,,,,,254.0,22.0,17.0,578698.0,option_3,붍다,1.0,lC,nonce,Obstruent,pulT,ta,pulTta,1.0,,0.0,1.0,,lC+Obstruent
,,,bopda,p-t,,,,,,,,,,255.0,180.0,12.0,578698.0,option_2,뽑다,5.0,C,high,Obstruent,p*op,ta,p*opta,1.0,,,,,C+Obstruent
,,,bopa,p-a,,,,,,,,,,256.0,161.0,67.0,578698.0,option_1,뽑아,5.0,C,high,Vowel,p*op,a,p*opa,0.0,,,,,C+Vowel
,,,bopna,p-n,,,,,,,,,,257.0,134.0,58.0,578698.0,option_2,뽑나,5.0,C,high,Sonorant,p*op,na,p*opna,,0.0,,,,C+Sonorant
,,,soNna,k-n,,,,,,,,,,258.0,173.0,99.0,578698.0,option_1,속나,5.0,C,low,Sonorant,sok,na,sokna,,1.0,,,,C+Sonorant
,,,soka,k-a,,,,,,,,,,259.0,67.0,87.0,578698.0,option_1,속아,5.0,C,low,Vowel,sok,a,soka,0.0,,,,,C+Vowel
,,,sokda,k-t,,,,,,,,,,260.0,171.0,105.0,578698.0,option_2,속다,5.0,C,low,Obstruent,sok,ta,sokta,1.0,,,,,C+Obstruent
,,,sulkv,lk-v,,,,,,,,,,261.0,40.0,71.0,578698.0,option_1,숡어,1.0,lC,nonce,Vowel,sulk,v,sulkv,0.0,,0.0,0.0,,lC+Vowel
,,,sulda,lk-t,,,,,,,,,,262.0,174.0,9.0,578698.0,option_3,숡다,1.0,lC,nonce,Obstruent,sulk,ta,sulkta,1.0,,0.0,1.0,,lC+Obstruent
,,,suNna,lk-n,,,,,,,,,,263.0,61.0,119.0,578698.0,option_1,숡나,1.0,lC,nonce,Sonorant,sulk,na,sulkna,,1.0,1.0,0.0,0.0,lC+Sonorant
,,,siNna,k-n,,,,,,,,,,264.0,72.0,133.0,578698.0,option_1,식나,5.0,C,low,Sonorant,sik,na,sikna,,1.0,,,,C+Sonorant
,,,sikda,k-t,,,,,,,,,,265.0,81.0,100.0,578698.0,option_2,식다,5.0,C,low,Obstruent,sik,ta,sikta,1.0,,,,,C+Obstruent
,,,sikv,k-v,,,,,,,,,,266.0,179.0,115.0,578698.0,option_1,식어,5.0,C,low,Vowel,sik,v,sikv,0.0,,,,,C+Vowel
,,,SvNna,k-n,,,,,,,,,,267.0,147.0,45.0,578698.0,option_1,썩나,5.0,C,high,Sonorant,s*vk,na,s*vkna,,1.0,,,,C+Sonorant
,,,Svkda,k-t,,,,,,,,,,268.0,21.0,93.0,578698.0,option_2,썩다,5.0,C,high,Obstruent,s*vk,ta,s*vkta,1.0,,,,,C+Obstruent
,,,Svkv,k-v,,,,,,,,,,269.0,116.0,22.0,578698.0,option_1,썩어,5.0,C,high,Vowel,s*vk,v,s*vkv,0.0,,,,,C+Vowel
,,,Simna,p-n,,,,,,,,,,270.0,27.0,10.0,578698.0,option_1,씹나,5.0,C,high,Sonorant,s*ip,na,s*ipna,,1.0,,,,C+Sonorant
,,,Sipv,p-v,,,,,,,,,,271.0,127.0,145.0,578698.0,option_1,씹어,5.0,C,high,Vowel,s*ip,v,s*ipv,0.0,,,,,C+Vowel
,,,Sipda,p-t,,,,,,,,,,272.0,112.0,104.0,578698.0,option_2,씹다,5.0,C,high,Obstruent,s*ip,ta,s*ipta,1.0,,,,,C+Obstruent
,,,alkda,lk-t,,,,,,,,,,273.0,140.0,80.0,578698.0,option_2,앍다,5.0,lC,nonce,Obstruent,alk,ta,alkta,1.0,,0.0,0.0,,lC+Obstruent
,,,alkna,lk-n,,,,,,,,,,274.0,2.0,147.0,578698.0,option_2,앍나,5.0,lC,nonce,Sonorant,alk,na,alkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,alka,lk-a,,,,,,,,,,275.0,170.0,108.0,578698.0,option_1,앍아,5.0,lC,nonce,Vowel,alk,a,alka,0.0,,0.0,0.0,,lC+Vowel
,,,yalmna,lp-n,,,,,,,,,,276.0,45.0,107.0,578698.0,option_6,얇나,5.0,lC,low,Sonorant,yalp,na,yalpna,,1.0,0.0,0.0,0.0,lC+Sonorant
,,,yalpa,lp-a,,,,,,,,,,277.0,48.0,56.0,578698.0,option_1,얇아,5.0,lC,low,Vowel,yalp,a,yalpa,0.0,,0.0,0.0,,lC+Vowel
,,,yalda,lp-t,,,,,,,,,,278.0,149.0,170.0,578698.0,option_3,얇다,5.0,lC,low,Obstruent,yalp,ta,yalpta,1.0,,0.0,1.0,,lC+Obstruent
,,,yatda,T-t,,,,,,,,,,279.0,79.0,53.0,578698.0,option_2,얕다,5.0,C,low,Obstruent,yaT,ta,yaTta,1.0,,,,,C+Obstruent
,,,yanna,T-n,,,,,,,,,,280.0,57.0,111.0,578698.0,option_1,얕나,5.0,C,low,Sonorant,yaT,na,yaTna,,1.0,,,,C+Sonorant
,,,yaTa,T-a,,,,,,,,,,281.0,172.0,47.0,578698.0,option_1,얕아,5.0,C,low,Vowel,yaT,a,yaTa,0.0,,,,,C+Vowel
,,,vlkda,lk-t,,,,,,,,,,282.0,8.0,132.0,578698.0,option_2,얽다,5.0,lC,low,Obstruent,vlk,ta,vlkta,1.0,,0.0,0.0,,lC+Obstruent
,,,vlkna,lk-n,,,,,,,,,,283.0,25.0,114.0,578698.0,option_2,얽나,5.0,lC,low,Sonorant,vlk,na,vlkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,vlkv,lk-v,,,,,,,,,,284.0,92.0,129.0,578698.0,option_1,얽어,5.0,lC,low,Vowel,vlk,v,vlkv,0.0,,0.0,0.0,,lC+Vowel
,,,vpda,p-t,,,,,,,,,,285.0,105.0,92.0,578698.0,option_2,업다,5.0,C,low,Obstruent,vp,ta,vpta,1.0,,,,,C+Obstruent
,,,vpna,p-n,,,,,,,,,,286.0,121.0,78.0,578698.0,option_2,업나,5.0,C,low,Sonorant,vp,na,vpna,,0.0,,,,C+Sonorant
,,,vpv,p-v,,,,,,,,,,287.0,125.0,109.0,578698.0,option_1,업어,5.0,C,low,Vowel,vp,v,vpv,0.0,,,,,C+Vowel
,,,vpna,P-n,,,,,,,,,,288.0,87.0,138.0,578698.0,option_2,엎나,5.0,C,low,Sonorant,vP,na,vPna,,0.0,,,,C+Sonorant
,,,vpda,P-t,,,,,,,,,,289.0,18.0,33.0,578698.0,option_2,엎다,5.0,C,low,Obstruent,vP,ta,vPta,1.0,,,,,C+Obstruent
,,,vPv,P-v,,,,,,,,,,290.0,42.0,66.0,578698.0,option_1,엎어,5.0,C,low,Vowel,vP,v,vPv,0.0,,,,,C+Vowel
,,,jvlda,lp-t,,,,,,,,,,291.0,176.0,70.0,578698.0,option_3,엷다,4.0,lC,low,Obstruent,yvlp,ta,yvlpta,1.0,,0.0,1.0,,lC+Obstruent
,,,jvlpv,lp-v,,,,,,,,,,292.0,136.0,149.0,578698.0,option_1,엷어,4.0,lC,low,Vowel,yvlp,v,yvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,jvlmna,lp-n,,,,,,,,,,293.0,141.0,20.0,578698.0,option_6,엷나,4.0,lC,low,Sonorant,yvlp,na,yvlpna,,1.0,0.0,0.0,0.0,lC+Sonorant
,,,jvtda,T-t,,,,,,,,,,294.0,54.0,148.0,578698.0,option_2,옅다,5.0,C,low,Obstruent,yvT,ta,yvTta,1.0,,,,,C+Obstruent
,,,jvTna,T-n,,,,,,,,,,295.0,73.0,35.0,578698.0,option_2,옅나,5.0,C,low,Sonorant,yvT,na,yvTna,,0.0,,,,C+Sonorant
,,,jvTv,T-v,,,,,,,,,,296.0,70.0,150.0,578698.0,option_1,옅어,5.0,C,low,Vowel,yvT,v,yvTv,0.0,,,,,C+Vowel
,,,upv,p-v,,,,,,,,,,297.0,145.0,176.0,578698.0,option_1,웁어,4.0,C,nonce,Vowel,up,v,upv,0.0,,,,,C+Vowel
,,,upna,p-n,,,,,,,,,,298.0,152.0,118.0,578698.0,option_2,웁나,4.0,C,nonce,Sonorant,up,na,upna,,0.0,,,,C+Sonorant
,,,upda,p-t,,,,,,,,,,299.0,76.0,162.0,578698.0,option_2,웁다,4.0,C,nonce,Obstruent,up,ta,upta,1.0,,,,,C+Obstruent
,,,xlPna,lP-n,,,,,,,,,,300.0,12.0,171.0,578698.0,option_2,읊나,5.0,lC,low,Sonorant,xlP,na,xlPna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,xlPv,lP-v,,,,,,,,,,301.0,51.0,136.0,578698.0,option_1,읊어,5.0,lC,low,Vowel,xlP,v,xlPv,0.0,,0.0,0.0,,lC+Vowel
,,,xlda,lP-t,,,,,,,,,,302.0,101.0,90.0,578698.0,option_3,읊다,5.0,lC,low,Obstruent,xlP,ta,xlPta,1.0,,0.0,1.0,,lC+Obstruent
,,,iNna,k-n,,,,,,,,,,303.0,139.0,137.0,578698.0,option_1,익나,5.0,C,low,Sonorant,ik,na,ikna,,1.0,,,,C+Sonorant
,,,ikv,k-v,,,,,,,,,,304.0,4.0,49.0,578698.0,option_1,익어,5.0,C,low,Vowel,ik,v,ikv,0.0,,,,,C+Vowel
,,,ikda,k-t,,,,,,,,,,305.0,15.0,29.0,578698.0,option_2,익다,5.0,C,low,Obstruent,ik,ta,ikta,1.0,,,,,C+Obstruent
,,,ilkda,lk-t,,,,,,,,,,306.0,119.0,157.0,578698.0,option_2,읽다,5.0,lC,high,Obstruent,ilk,ta,ilkta,1.0,,0.0,0.0,,lC+Obstruent
,,,ikna,lk-n,,,,,,,,,,307.0,41.0,172.0,578698.0,option_3,읽나,5.0,lC,high,Sonorant,ilk,na,ilkna,,0.0,1.0,0.0,0.0,lC+Sonorant
,,,ilkv,lk-v,,,,,,,,,,308.0,62.0,24.0,578698.0,option_1,읽어,5.0,lC,high,Vowel,ilk,v,ilkv,0.0,,0.0,0.0,,lC+Vowel
,,,imna,p-n,,,,,,,,,,309.0,129.0,18.0,578698.0,option_1,입나,5.0,C,high,Sonorant,ip,na,ipna,,1.0,,,,C+Sonorant
,,,ipv,p-v,,,,,,,,,,310.0,97.0,85.0,578698.0,option_1,입어,5.0,C,high,Vowel,ip,v,ipv,0.0,,,,,C+Vowel
