Unnamed: 0,Morphology_R,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,lexome1,lexome2,form,participant,frequency,origin,predicted,pred_correct,simplify_delete_obstruent.1,simplify_delete_lateral.1,nasalize.1,lateralize.1,tensify.1,neural_prediction,neural_correct_wrong
1761,cilk-ta,cikda,lk-t,cikda,0.0,1.0,,,1.0,cilk,ta,cikda,589028,nonce,train,cilda,no,1.0,0.0,,0.0,1.0,cvpda,yes
1762,cilk-v,cilkv,lk-v,cilkv,0.0,0.0,,,0.0,cilk,v,cilkv,589028,nonce,train,cilkv,yes,0.0,0.0,,0.0,0.0,cikna,yes
1763,cip-v,cipv,p-v,cipv,,,,,0.0,cip,v,cipv,589028,high,train,cipv,yes,,,,,0.0,cikda,no
1764,cip-na,cimna,p-n,cimna,,,1.0,,,cip,na,cimna,589028,high,train,cimna,yes,,,1.0,,,cikv,yes
1765,cip-ta,cipda,p-t,cipda,,,,,1.0,cip,ta,cipda,589028,high,train,cipda,yes,,,,,1.0,cilda,no
1766,Jalp-ta,Jalda,lp-t,Jalda,1.0,0.0,,,1.0,Jalp,ta,Jalda,589028,high,train,Jalpda,no,0.0,0.0,,0.0,1.0,cilkna,no
1767,Jalp-a,Jalpa,lp-a,Jalpa,0.0,0.0,,,0.0,Jalp,a,Jalpa,589028,high,train,Jalpa,yes,0.0,0.0,,0.0,0.0,cipv,yes
1768,Jalp-na,Jamna,lp-n,Jamna,0.0,1.0,1.0,0.0,,Jalp,na,Jamna,589028,high,train,Jalmna,no,1.0,0.0,1.0,0.0,,cipna,yes
1769,Jik-v,Jikv,k-v,Jikv,,,,,0.0,Jik,v,Jikv,589028,low,train,Jikv,yes,,,,,0.0,cipda,no
1770,Jik-na,JiNna,k-n,JiNna,,,1.0,,,Jik,na,JiNna,589028,low,train,JiNna,yes,,,1.0,,,Jalpa,yes
1771,Jik-ta,Jikda,k-t,Jikda,,,,,1.0,Jik,ta,Jikda,589028,low,train,Jikda,yes,,,,,1.0,Jalpna,yes
1772,Cak-na,CaNna,k-n,CaNna,,,1.0,,,Cak,na,CaNna,589028,nonce,train,CaNna,yes,,,1.0,,,Jalda,no
1773,Cak-a,Caka,k-a,Caka,,,,,0.0,Cak,a,Caka,589028,nonce,train,Caka,yes,,,,,0.0,Jikda,no
1774,Cak-ta,Cakda,k-t,Cakda,,,,,1.0,Cak,ta,Cakda,589028,nonce,train,Cakda,yes,,,,,1.0,Jikna,yes
1775,Top-a,Topa,p-a,Topa,,,,,0.0,Top,a,Topa,589028,nonce,train,Topa,yes,,,,,0.0,Jikv,yes
1776,Top-ta,Topda,p-t,Topda,,,,,1.0,Top,ta,Topda,589028,nonce,train,Topda,yes,,,,,1.0,Cakda,no
1777,Top-na,Tomna,p-n,Tomna,,,1.0,,,Top,na,Tomna,589028,nonce,train,Tomna,yes,,,1.0,,,Cakna,yes
1778,halT-na,halla,lT-n,halla,1.0,0.0,0.0,1.0,,halT,na,halla,589028,low,train,halna,no,1.0,0.0,0.0,0.0,,topna,no
1779,halT-ta,halda,lT-t,halda,1.0,0.0,,,1.0,halT,ta,halda,589028,low,train,halda,yes,1.0,0.0,,0.0,1.0,topda,no
1780,halT-a,halTa,lT-a,halTa,0.0,0.0,,,0.0,halT,a,halTa,589028,low,train,halTa,yes,0.0,0.0,,0.0,0.0,topa,no
1781,hulT-ta,hulda,lT-t,hulda,1.0,0.0,,,1.0,hulT,ta,hulda,589028,low,train,hulda,yes,1.0,0.0,,0.0,1.0,halda,yes
1782,hulT-na,hulna,lT-n,hulna,1.0,0.0,0.0,0.0,,hulT,na,hulna,589028,low,train,hulna,yes,1.0,0.0,0.0,0.0,,halga,no
1783,hulT-v,hulTv,lT-v,hulTv,0.0,0.0,,,0.0,hulT,v,hulTv,589028,low,train,hulTv,yes,0.0,0.0,,0.0,0.0,hulpna,no
2490,kalk-na,kaNna,lk-n,kaNna,0.0,1.0,1.0,0.0,,kalk,na,kaNna,592117,low,dev,kalkna,no,0.0,0.0,0.0,0.0,,hulda,no
2491,kalk-a,kalka,lk-a,kalka,0.0,0.0,,,0.0,kalk,a,kalka,592117,low,dev,kalka,yes,0.0,0.0,,0.0,0.0,kalga,no
2492,kalk-ta,kalda,lk-t,kalda,1.0,0.0,,,1.0,kalk,ta,kalda,592117,low,dev,kalda,yes,1.0,0.0,,0.0,1.0,kalna,no
2493,kvP-v,kvPv,P-v,kvPv,,,,,0.0,kvP,v,kvPv,592117,nonce,dev,kvPv,yes,,,,,0.0,kalda,no
2494,kvP-na,kvmna,P-n,kvmna,,,1.0,,,kvP,na,kvmna,592117,nonce,dev,kvmna,yes,,,1.0,,,kvpdv,no
2495,kvP-ta,kvpda,P-t,kvpda,,,,,1.0,kvP,ta,kvpda,592117,nonce,dev,kvpda,yes,,,,,1.0,kvpna,no
2496,kjvlp-ta,kyvlpda,lp-t,kyvlpda,0.0,0.0,,,1.0,kjvlp,ta,kyvlpda,592117,nonce,dev,kyvlpda,yes,1.0,0.0,,0.0,1.0,kvpda,yes
2497,kjvlp-na,kyvlpna,lp-n,kyvlpna,0.0,0.0,0.0,0.0,,kjvlp,na,kyvlpna,592117,nonce,dev,kyvlmna,no,1.0,0.0,1.0,0.0,,kilvpda,no
2498,kjvlp-v,kyvlpv,lp-v,kyvlpv,0.0,0.0,,,0.0,kjvlp,v,kyvlpv,592117,nonce,dev,kyvlpv,yes,1.0,0.0,,0.0,0.0,kvlpna,no
2499,kulk-ta,kulda,lk-t,kulda,1.0,0.0,,,1.0,kulk,ta,kulda,592117,high,dev,kulda,yes,1.0,0.0,,0.0,1.0,kilvpv,no
2500,kulk-na,kukna,lk-n,kukna,0.0,1.0,0.0,0.0,,kulk,na,kukna,592117,high,dev,kuNna,no,1.0,1.0,1.0,0.0,,kulna,no
2501,kulk-v,kulkv,lk-v,kulkv,0.0,0.0,,,0.0,kulk,v,kulkv,592117,high,dev,kulkv,yes,0.0,0.0,,0.0,0.0,kulkv,yes
2502,kxlk-v,kxlkv,lk-v,kxlkv,0.0,0.0,,,0.0,kxlk,v,kxlkv,592117,low,dev,kxlkv,yes,0.0,0.0,,0.0,0.0,kulda,no
2503,kxlk-na,kxkna,lk-n,kxkna,0.0,1.0,0.0,0.0,,kxlk,na,kxkna,592117,low,dev,kxNna,no,1.0,1.0,1.0,0.0,,kxlda,no
2504,kxlk-ta,kxlda,lk-t,kxlda,1.0,0.0,,,1.0,kxlk,ta,kxlda,592117,low,dev,kxlkda,no,0.0,0.0,,0.0,1.0,kxlkv,yes
2505,kxlP-v,kxlPv,lP-v,kxlPv,0.0,0.0,,,0.0,kxlP,v,kxlPv,592117,nonce,dev,kxlPv,yes,0.0,0.0,,0.0,0.0,kxNna,yes
2506,kxlP-ta,kxlPda,lP-t,kxlPda,0.0,0.0,,,1.0,kxlP,ta,kxlPda,592117,nonce,dev,kxlPda,yes,0.0,0.0,,0.0,1.0,kxlpna,no
2507,kxlP-na,kxlPna,lP-n,kxlPna,0.0,0.0,0.0,0.0,,kxlP,na,kxlPna,592117,nonce,dev,kxlmna,no,1.0,0.0,1.0,0.0,,kxlda,no
2508,nalk-ta,nalda,lk-t,nalda,1.0,0.0,,,1.0,nalk,ta,nalda,592117,high,dev,nalkda,no,0.0,0.0,,0.0,1.0,kxlpv,no
2509,nalk-a,nalka,lk-a,nalka,0.0,0.0,,,0.0,nalk,a,nalka,592117,high,dev,nalka,yes,0.0,0.0,,0.0,0.0,nalga,no
2510,nalk-na,nalkna,lk-n,nalkna,0.0,0.0,0.0,0.0,,nalk,na,nalkna,592117,high,dev,naNna,no,1.0,1.0,1.0,0.0,,nalda,no
2511,nalp-ta,nalda,lp-t,nalda,1.0,0.0,,,1.0,nalp,ta,nalda,592117,nonce,dev,nalpda,no,0.0,0.0,,0.0,1.0,nalnka,no
2512,nalp-a,nalpa,lp-a,nalpa,0.0,0.0,,,0.0,nalp,a,nalpa,592117,nonce,dev,nalpa,yes,0.0,0.0,,0.0,0.0,nalpa,yes
2513,nalp-na,nalpna,lp-n,nalpna,0.0,0.0,0.0,0.0,,nalp,na,nalpna,592117,nonce,dev,nalmna,no,1.0,0.0,1.0,0.0,,nalpna,no
2514,neT-na,nenna,T-n,nenna,,,1.0,,,neT,na,nenna,592117,nonce,dev,nenna,yes,,,1.0,,,nalda,no
2515,neT-ta,netda,T-t,netda,,,,,1.0,neT,ta,netda,592117,nonce,dev,netda,yes,,,,,1.0,netgv,no
2516,neT-v,neTv,T-v,neTv,,,,,0.0,neT,v,neTv,592117,nonce,dev,neTv,yes,,,,,0.0,netda,no
2517,nvlp-na,nvlna,lp-n,nvlna,1.0,0.0,0.0,0.0,,nvlp,na,nvlna,592117,high,dev,,no,1.0,1.0,0.0,0.0,,netda,yes
2518,nvlp-ta,nvlda,lp-t,nvlda,1.0,0.0,,,1.0,nvlp,ta,nvlda,592117,high,dev,nvlda,yes,1.0,0.0,,0.0,1.0,nvlpna,yes
2519,nvlp-v,nvlpv,lp-v,nvlpv,0.0,0.0,,,0.0,nvlp,v,nvlpv,592117,high,dev,nvlpv,yes,0.0,0.0,,0.0,0.0,nvlpv,yes
2520,nuk-na,nuNna,k-n,nuNna,,,1.0,,,nuk,na,nuNna,592117,nonce,dev,nuNna,yes,,,1.0,,,nvlda,no
2521,nuk-v,nukv,k-v,nukv,,,,,0.0,nuk,v,nukv,592117,nonce,dev,nukv,yes,,,,,0.0,nukna,no
2522,nuk-ta,nukda,k-t,nukda,,,,,1.0,nuk,ta,nukda,592117,nonce,dev,nukda,yes,,,,,1.0,nukda,yes
2523,nxlk-ta,nxlkda,lk-t,nxlkda,0.0,0.0,,,1.0,nxlk,ta,nxlkda,592117,high,dev,,no,1.0,1.0,,0.0,0.0,nukv,yes
2524,nxlk-na,nxkna,lk-n,nxkna,0.0,1.0,0.0,0.0,,nxlk,na,nxkna,592117,high,dev,nxNna,no,1.0,1.0,1.0,0.0,,nxlda,no
2525,nxlk-v,nxlkv,lk-v,nxlkv,0.0,0.0,,,0.0,nxlk,v,nxlkv,592117,high,dev,nxlkv,yes,0.0,0.0,,0.0,0.0,nxNna,no
2526,tvlp-na,tvlpna,lp-n,tvlpna,0.0,0.0,0.0,0.0,,tvlp,na,tvlpna,592117,nonce,dev,tvlmna,no,1.0,0.0,1.0,0.0,,nxlkv,yes
2527,tvlp-ta,tvlpda,lp-t,tvlpda,0.0,0.0,,,1.0,tvlp,ta,tvlpda,592117,nonce,dev,tvlpda,yes,0.0,0.0,,0.0,1.0,tvlpna,yes
2528,tvlp-v,tvlpv,lp-v,tvlpv,0.0,0.0,,,0.0,tvlp,v,tvlpv,592117,nonce,dev,tvlpv,yes,0.0,0.0,,0.0,0.0,tvlda,yes
2529,tok-a,toka,k-a,toka,,,,,0.0,tok,a,toka,592117,nonce,dev,toka,yes,,,,,0.0,tvlpv,yes
2530,tok-na,toNna,k-n,toNna,,,1.0,,,tok,na,toNna,592117,nonce,dev,toNna,yes,,,1.0,,,toNna,yes
2531,tok-ta,tokda,k-t,tokda,,,,,1.0,tok,ta,tokda,592117,nonce,dev,tokda,yes,,,,,1.0,tokda,yes
2532,tup-na,tumna,p-n,tumna,,,1.0,,,tup,na,tumna,592117,nonce,dev,tumna,yes,,,1.0,,,tokga,no
2533,tup-v,tupv,p-v,tupv,,,,,0.0,tup,v,tupv,592117,nonce,dev,tupv,yes,,,,,0.0,tupda,yes
2534,tup-ta,tupda,p-t,tupda,,,,,1.0,tup,ta,tupda,592117,nonce,dev,tupda,yes,,,,,1.0,tupna,yes
2535,txlk-na,txlkna,lk-n,txlkna,0.0,0.0,0.0,0.0,,txlk,na,txlkna,592117,nonce,dev,txNna,no,1.0,1.0,1.0,0.0,,tupv,yes
2536,txlk-ta,txlda,lk-t,txlda,1.0,0.0,,,1.0,txlk,ta,txlda,592117,nonce,dev,txkda,no,1.0,1.0,,0.0,1.0,txNna,no
2537,txlk-v,txlkv,lk-v,txlkv,0.0,0.0,,,0.0,txlk,v,txlkv,592117,nonce,dev,txlkv,yes,0.0,0.0,,0.0,0.0,txlkv,yes
2538,dvlp-v,dvlpv,lp-v,dvlpv,0.0,0.0,,,0.0,dvlp,v,dvlpv,592117,low,dev,dvlpv,yes,0.0,0.0,,0.0,1.0,txlkda,yes
2539,dvlp-na,dvlpna,lp-n,dvlpna,0.0,0.0,0.0,0.0,,dvlp,na,dvlpna,592117,low,dev,dvlpna,yes,0.0,0.0,0.0,0.0,,dvlpna,yes
2540,dvlp-ta,dvlda,lp-t,dvlda,1.0,0.0,,,1.0,dvlp,ta,dvlda,592117,low,dev,dvlpda,no,0.0,0.0,,0.0,1.0,dvlpv,yes
2541,mak-na,maNna,k-n,maNna,,,1.0,,,mak,na,maNna,592117,high,dev,maNna,yes,,,1.0,,,dvlda,no
2542,mak-a,maka,k-a,maka,,,,,0.0,mak,a,maka,592117,high,dev,maka,yes,,,,,0.0,maka,yes
2543,mak-ta,makda,k-t,makda,,,,,1.0,mak,ta,makda,592117,high,dev,makda,yes,,,,,1.0,maNna,yes
2544,malk-ta,malda,lk-t,malda,1.0,0.0,,,1.0,malk,ta,malda,592117,high,dev,malkda,no,0.0,0.0,,0.0,1.0,makda,yes
2545,malk-a,malka,lk-a,malka,0.0,0.0,,,0.0,malk,a,malka,592117,high,dev,malka,yes,0.0,0.0,,0.0,0.0,malnka,no
2546,malk-na,makna,lk-n,makna,0.0,1.0,0.0,0.0,,malk,na,makna,592117,high,dev,malna,no,1.0,0.0,0.0,0.0,,malga,no
2547,mvlk-v,mvlkv,lk-v,mvlkv,0.0,0.0,,,0.0,mvlk,v,mvlkv,592117,nonce,dev,mvlkv,yes,0.0,0.0,,0.0,0.0,malkda,no
2548,mvlk-na,mvkna,lk-n,mvkna,0.0,1.0,0.0,0.0,,mvlk,na,mvkna,592117,nonce,dev,mvNna,no,1.0,1.0,1.0,0.0,,mvlkv,yes
2549,mvlk-ta,mvlda,lk-t,mvlda,1.0,0.0,,,1.0,mvlk,ta,mvlda,592117,nonce,dev,mvlda,yes,1.0,0.0,,0.0,1.0,mvlkda,no
2550,muk-ta,mukda,k-t,mukda,,,,,1.0,muk,ta,mukda,592117,low,dev,mukda,yes,,,,,1.0,mvkna,no
2551,muk-v,mukv,k-v,mukv,,,,,0.0,muk,v,mukv,592117,low,dev,mukv,yes,,,,,0.0,mukna,no
2552,muk-na,muNna,k-n,muNna,,,1.0,,,muk,na,muNna,592117,low,dev,muNna,yes,,,1.0,,,mukv,yes
2553,mulk-na,muNna,lk-n,muNna,0.0,1.0,1.0,0.0,,mulk,na,muNna,592117,low,dev,muNna,yes,1.0,1.0,1.0,0.0,,mukda,yes
2554,mulk-ta,mukda,lk-t,mukda,0.0,1.0,,,1.0,mulk,ta,mukda,592117,low,dev,mulda,no,1.0,0.0,,0.0,1.0,mulkda,yes
2555,mulk-v,mulkv,lk-v,mulkv,0.0,0.0,,,0.0,mulk,v,mulkv,592117,low,dev,mulkv,yes,0.0,0.0,,0.0,0.0,mukna,no
2556,pak-ta,pakda,k-t,pakda,,,,,1.0,pak,ta,pakda,592117,high,dev,pakda,yes,,,,,1.0,mulkv,yes
2557,pak-a,paka,k-a,paka,,,,,0.0,pak,a,paka,592117,high,dev,paka,yes,,,,,0.0,paka,yes
2558,pak-na,paNna,k-n,paNna,,,1.0,,,pak,na,paNna,592117,high,dev,paNna,yes,,,1.0,,,pakda,yes
2559,palk-a,palka,lk-a,palka,0.0,0.0,,,0.0,palk,a,palka,592117,high,dev,palka,yes,0.0,0.0,,0.0,0.0,panka,no
2560,palk-na,palkna,lk-n,palkna,0.0,0.0,0.0,0.0,,palk,na,palkna,592117,high,dev,paNna,no,1.0,1.0,1.0,0.0,,palka,yes
2561,palk-ta,palda,lk-t,palda,1.0,0.0,,,1.0,palk,ta,palda,592117,high,dev,palda,yes,1.0,0.0,,0.0,1.0,palda,yes
2562,palp-na,palmna,lp-n,palmna,0.0,0.0,1.0,0.0,,palp,na,palmna,592117,high,dev,palmna,yes,1.0,0.0,1.0,0.0,,palkna,no
2563,palp-ta,palda,lp-t,palda,1.0,0.0,,,1.0,palp,ta,palda,592117,high,dev,palpda,no,0.0,0.0,,0.0,1.0,palpna,yes
2564,palp-a,palpa,lp-a,palpa,0.0,0.0,,,0.0,palp,a,palpa,592117,high,dev,palpa,yes,0.0,0.0,,0.0,0.0,palda,no
2565,peT-v,peTv,T-v,peTv,,,,,0.0,peT,v,peTv,592117,low,dev,peTv,yes,,,,,0.0,palpa,yes
2566,peT-na,penna,T-n,penna,,,1.0,,,peT,na,penna,592117,low,dev,penna,yes,,,1.0,,,petdv,no
2567,peT-ta,petda,T-t,petda,,,,,1.0,peT,ta,petda,592117,low,dev,petda,yes,,,,,1.0,petda,yes
2568,kvp-ta,pvpda,p-t,pvpda,,,,,1.0,kvp,ta,pvpda,592117,nonce,dev,pvpda,yes,,,,,1.0,petna,no
2569,kvp-na,pvmna,p-n,pvmna,,,1.0,,,kvp,na,pvmna,592117,nonce,dev,pvmna,yes,,,1.0,,,kvpv,no
2570,kvp-v,pvpv,p-v,pvpv,,,,,0.0,kvp,v,pvpv,592117,nonce,dev,pvpv,yes,,,,,0.0,kvpna,no
2571,pulk-ta,pulkda,lk-t,pulkda,0.0,0.0,,,1.0,pulk,ta,pulkda,592117,high,dev,pulda,no,1.0,0.0,,0.0,1.0,kvpda,no
2572,pulk-v,pulkv,lk-v,pulkv,0.0,0.0,,,0.0,pulk,v,pulkv,592117,high,dev,pulkv,yes,0.0,0.0,,0.0,0.0,pulda,no
2573,pulk-na,pulkna,lk-n,pulkna,0.0,0.0,0.0,0.0,,pulk,na,pulkna,592117,high,dev,pukna,no,1.0,1.0,0.0,0.0,,pulkna,no
2574,pulT-v,pulTv,lT-v,pulTv,0.0,0.0,,,0.0,pulT,v,pulTv,592117,nonce,dev,pulTv,yes,0.0,0.0,,0.0,0.0,pulkv,yes
2575,pulT-ta,pulda,lT-t,pulda,1.0,0.0,,,1.0,pulT,ta,pulda,592117,nonce,dev,pulda,yes,1.0,0.0,,0.0,1.0,pulkv,no
2576,pulT-na,pulna,lT-n,pulna,1.0,0.0,0.0,0.0,,pulT,na,pulna,592117,nonce,dev,pulna,yes,1.0,0.0,0.0,0.0,,pulkna,no
2577,bop-ta,bopda,p-t,bopda,,,,,1.0,bop,ta,bopda,592117,high,dev,bopda,yes,,,,,1.0,pulda,yes
2578,bop-na,bomna,p-n,bomna,,,1.0,,,bop,na,bomna,592117,high,dev,bomna,yes,,,1.0,,,popda,no
2579,bop-a,bopa,p-a,bopa,,,,,0.0,bop,a,bopa,592117,high,dev,bopa,yes,,,,,1.0,popapa,no
2580,sok-na,soNna,k-n,soNna,,,1.0,,,sok,na,soNna,592117,low,dev,soNna,yes,,,1.0,,,popna,no
2581,sok-ta,sokda,k-t,sokda,,,,,1.0,sok,ta,sokda,592117,low,dev,sokda,yes,,,,,1.0,*soNa,no
2582,sok-a,soka,k-a,soka,,,,,0.0,sok,a,soka,592117,low,dev,soka,yes,,,,,0.0,sokga,no
2583,sulk-ta,sulda,lk-t,sulda,1.0,0.0,,,1.0,sulk,ta,sulda,592117,nonce,dev,sulkda,no,0.0,0.0,,0.0,1.0,sokda,yes
2584,sulk-v,sulkv,lk-v,sulkv,0.0,0.0,,,0.0,sulk,v,sulkv,592117,nonce,dev,sulkv,yes,0.0,0.0,,0.0,0.0,sulkv,yes
2585,sulk-na,sulna,lk-n,sulna,1.0,0.0,0.0,0.0,,sulk,na,sulna,592117,nonce,dev,suNna,no,1.0,1.0,1.0,0.0,,sulkda,no
2586,sik-na,siNna,k-n,siNna,,,1.0,,,sik,na,siNna,592117,low,dev,siNna,yes,,,1.0,,,*sumna,no
2587,sik-ta,sikda,k-t,sikda,,,,,1.0,sik,ta,sikda,592117,low,dev,sikda,yes,,,,,1.0,sikna,no
2588,sik-v,sikv,k-v,sikv,,,,,0.0,sik,v,sikv,592117,low,dev,sikv,yes,,,,,0.0,sikda,yes
2589,Svk-na,SvNna,k-n,SvNna,,,1.0,,,Svk,na,SvNna,592117,high,dev,SvNna,yes,,,1.0,,,sikv,yes
2590,Svk-ta,Svkda,k-t,Svkda,,,,,1.0,Svk,ta,Svkda,592117,high,dev,Svkda,yes,,,,,1.0,*svkga,no
2591,Svk-v,Svkv,k-v,Svkv,,,,,0.0,Svk,v,Svkv,592117,high,dev,Svkv,yes,,,,,0.0,svkda,no
2592,Sip-na,Simna,p-n,Simna,,,1.0,,,Sip,na,Simna,592117,high,dev,Simna,yes,,,1.0,,,svkgv,no
2593,Sip-v,Sipv,p-v,Sipv,,,,,0.0,Sip,v,Sipv,592117,high,dev,Sipv,yes,,,,,0.0,*sipna,no
2594,Sip-ta,Sipda,p-t,Sipda,,,,,1.0,Sip,ta,Sipda,592117,high,dev,Sipda,yes,,,,,1.0,sipv,no
2595,alk-na,akna,lk-n,akna,0.0,1.0,0.0,0.0,,alk,na,akna,592117,nonce,dev,alkna,no,,0.0,0.0,0.0,,sipda,no
2596,alk-ta,alkda,lk-t,alkda,0.0,0.0,,,1.0,alk,ta,alkda,592117,nonce,dev,alkda,yes,,0.0,,0.0,1.0,alda,no
2597,alk-a,alka,lk-a,alka,0.0,0.0,,,0.0,alk,a,alka,592117,nonce,dev,alka,yes,,0.0,,0.0,0.0,alna,no
2598,yalp-na,yalna,lp-n,yalna,1.0,0.0,0.0,0.0,,yalp,na,yalna,592117,low,dev,yalmna,no,1.0,0.0,1.0,0.0,,alga,no
2599,yalp-ta,yalda,lp-t,yalda,1.0,0.0,,,1.0,yalp,ta,yalda,592117,low,dev,yalpda,no,0.0,0.0,,0.0,1.0,yalpna,no
2600,yalp-a,yalpa,lp-a,yalpa,0.0,0.0,,,0.0,yalp,a,yalpa,592117,low,dev,yalpa,yes,0.0,0.0,,0.0,0.0,yalpa,yes
2601,yaT-a,yaTa,T-a,yaTa,,,,,0.0,yaT,a,yaTa,592117,low,dev,yaTa,yes,,,,,0.0,yalda,yes
2602,yaT-na,yaTna,T-n,yaTna,,,0.0,,,yaT,na,yaTna,592117,low,dev,yanna,no,,,1.0,,,yatda,yes
2603,yaT-ta,yatda,T-t,yatda,,,,,1.0,yaT,ta,yatda,592117,low,dev,yatda,yes,,,,,1.0,yaNna,no
2604,vlk-na,vlkna,lk-n,vlkna,0.0,0.0,0.0,0.0,,vlk,na,vlkna,592117,low,dev,vNna,no,,1.0,1.0,0.0,,yatda,no
2605,vlk-ta,vlkta,lk-t,vlkta,0.0,0.0,,,0.0,vlk,ta,vlkta,592117,low,dev,vlkda,no,,0.0,,0.0,1.0,vlda,no
2606,vlk-v,vlkv,lk-v,vlkv,0.0,0.0,,,0.0,vlk,v,vlkv,592117,low,dev,vlkv,yes,,0.0,,0.0,0.0,vlkna,yes
2607,vp-v,vpv,p-v,vpv,,,,,0.0,vp,v,vpv,592117,low,dev,vpv,yes,,,,,0.0,vlkv,yes
2608,vp-ta,vpda,p-t,vpda,,,,,1.0,vp,ta,vpda,592117,low,dev,vpda,yes,,,,,1.0,vpda,yes
2609,vp-na,vmna,p-n,vmna,,,1.0,,,vp,na,vmna,592117,low,dev,vmna,yes,,,1.0,,,vpan,no
2610,vP-na,vmna,P-n,vmna,,,1.0,,,vP,na,vmna,592117,low,dev,vmna,yes,,,1.0,,,vpv,yes
2611,vP-v,vPv,P-v,vPv,,,,,0.0,vP,v,vPv,592117,low,dev,vPv,yes,,,,,0.0,vpna,yes
2612,vP-ta,vpda,P-t,vpda,,,,,1.0,vP,ta,vpda,592117,low,dev,vpda,yes,,,,,1.0,vpda,yes
2613,yvlp-na,jvlna,lp-n,jvlna,1.0,0.0,0.0,0.0,,yvlp,na,jvlna,592117,low,dev,jvlpna,no,1.0,0.0,0.0,0.0,,vpv,no
2614,yvlp-v,jvlpv,lp-v,jvlpv,0.0,0.0,,,0.0,yvlp,v,jvlpv,592117,low,dev,jvlpv,yes,1.0,0.0,,0.0,0.0,yvlda,no
2615,yvlp-ta,jvlda,lp-t,jvlda,1.0,0.0,,,1.0,yvlp,ta,jvlda,592117,low,dev,jvlpda,no,1.0,0.0,,0.0,1.0,yvlpv,no
2616,yvT-v,jvTv,T-v,jvTv,,,,,0.0,yvT,v,jvTv,592117,low,dev,jvTv,yes,,,,,0.0,yvlpna,no
2617,yvT-na,jvnna,T-n,jvnna,,,1.0,,,yvT,na,jvnna,592117,low,dev,jvnna,yes,,,1.0,,,yvtda,no
2618,yvT-ta,jvtda,T-t,jvtda,,,,,1.0,yvT,ta,jvtda,592117,low,dev,jvtda,yes,,,,,1.0,yvtda,no
2619,up-ta,upda,p-t,upda,,,,,1.0,up,ta,upda,592117,nonce,dev,upda,yes,,,,,1.0,yvtdv,no
2620,up-na,umna,p-n,umna,,,1.0,,,up,na,umna,592117,nonce,dev,umna,yes,,,1.0,,,upv,yes
2621,up-v,upv,p-v,upv,,,,,0.0,up,v,upv,592117,nonce,dev,upv,yes,,,,,0.0,upna,yes
2622,xlP-v,xlPv,lP-v,xlPv,0.0,0.0,,,0.0,xlP,v,xlPv,592117,low,dev,xlPv,yes,,0.0,,0.0,0.0,upda,yes
2623,xlP-na,xmna,lP-n,xmna,0.0,1.0,1.0,0.0,,xlP,na,xmna,592117,low,dev,xPna,no,,1.0,0.0,0.0,,xNna,no
2624,xlP-ta,xpda,lP-t,xpda,0.0,1.0,,,1.0,xlP,ta,xpda,592117,low,dev,xlPda,no,,0.0,,0.0,1.0,xlpv,no
2625,ik-v,ikv,k-v,ikv,,,,,0.0,ik,v,ikv,592117,low,dev,ikv,yes,,,,,0.0,xlda,yes
2626,ik-ta,ikda,k-t,ikda,,,,,1.0,ik,ta,ikda,592117,low,dev,ikda,yes,,,,,1.0,ikna,no
2627,ik-na,iNna,k-n,iNna,,,1.0,,,ik,na,iNna,592117,low,dev,iNna,yes,,,1.0,,,ikv,yes
2628,ilk-v,ilkv,lk-v,ilkv,0.0,0.0,,,0.0,ilk,v,ilkv,592117,high,dev,ilkv,yes,,0.0,,0.0,0.0,ikda,yes
2629,ilk-ta,ikda,lk-t,ikda,0.0,1.0,,,1.0,ilk,ta,ikda,592117,high,dev,ikda,yes,,1.0,,0.0,1.0,ilda,no
2630,ilk-na,iNna,lk-n,iNna,0.0,1.0,1.0,0.0,,ilk,na,iNna,592117,high,dev,iNna,yes,,1.0,1.0,0.0,,ilna,no
2631,ip-na,imna,p-n,imna,,,1.0,,,ip,na,imna,592117,high,dev,imna,yes,,,1.0,,,ilkv,yes
2632,ip-ta,ipda,p-t,ipda,,,,,1.0,ip,ta,ipda,592117,high,dev,ipda,yes,,,,,1.0,ipna,no
2633,ip-v,ipv,p-v,ipv,,,,,0.0,ip,v,ipv,592117,high,dev,ipv,yes,,,,,0.0,ipv,yes
2634,cak-a,caka,k-a,caka,,,,,0.0,cak,a,caka,592117,high,dev,caka,yes,,,,,0.0,ipda,no
2635,cak-ta,cakda,k-t,cakda,,,,,1.0,cak,ta,cakda,592117,high,dev,cakda,yes,,,,,1.0,cakga,no
2636,cak-na,caNna,k-n,caNna,,,1.0,,,cak,na,caNna,592117,high,dev,caNna,yes,,,1.0,,,cakna,no
2637,cvk-na,cvNna,k-n,cvNna,,,1.0,,,cvk,na,cvNna,592117,high,dev,cvNna,yes,,,1.0,,,cakda,yes
2638,cvk-ta,cvkda,k-t,cvkda,,,,,1.0,cvk,ta,cvkda,592117,high,dev,cvkda,yes,,,,,1.0,cvkv,yes
2639,cvk-v,cvkv,k-v,cvkv,,,,,0.0,cvk,v,cvkv,592117,high,dev,cvkv,yes,,,,,0.0,cvkna,yes
